1021001805,1,,1,,1,517,Central,kampala,urban,0,,5,0,,0,0,,0,0,,0,4400000,,,,0,67,,3,1
1021001806,1,,1,,3,344,Central,kampala,urban,0,,10,0,,0,0,,0,0,,0,15400000,,,,1,46,,0.875,1
1021001807,1,,1,,6,621,Central,kampala,urban,0,,8,0,,0,0,,0,0,,0,7460000,,,,0,33,,0,1
1021001809,1,,2,,1,621,Central,kampala,urban,0,,5,0,,0,0,,0,0,,0,0,,,,1,43,,1,1
1021001810,1,,2,,1,621,Central,kampala,urban,0,,4,0,,0,0,,0,0,,0,3838320,,,,1,30,,7,1
1021001811,1,,1,,2,741,Central,kampala,urban,0,,4,0,,0,0,,0,0,,0,0,,,,1,25,,,1
1021001901,0,,2,,0,516,Central,kampala,urban,0,,5,0,,0,0,,0,0,,0,6000000,,,,0,27,,,1
1021001902,1,,1,,1,542,Central,kampala,urban,0,,3,0,,0,0,,0,0,,0,0,,,,0,27,,,1
1021001904,0,,1,,6,621,Central,kampala,urban,0,,3,0,,0,0,,0,0,,0,40000,,,,0,34,,,1
1021001905,0,,0,,3,621,Central,kampala,urban,0,,2,0,,0,0,,0,0,,0,0,,,,0,20,,4,1
1021001906,1,,1,,7,999,Central,kampala,urban,0,,5,0,,0,0,,0,0,,0,480000,,,,1,32,,3,1
1021001907,1,,1,,0,354,Central,kampala,urban,0,,7,0,,0,0,,0,0,,0,0,,,,0,40,,5.6,1
1021001908,1,,2,,1,621,Central,kampala,urban,0,,5,0,,0,0,,0,0,,0,0,,,,0,28,,,1
1021001909,1,,1,,0,621,Central,kampala,urban,0,,4,0,,0,0,,0,0,,0,60000,,,,0,32,,,1
1021001910,1,,1,,1,621,Central,kampala,urban,4,,7,0,0,0,398.1005,211.3178,300.9576,18,6,24,0,25,15.51,40.51,0,46,0,6,1
1021001915,1,,0,,5,622,Central,kampala,urban,0,,1,0,,0,0,,0,0,,0,1012000,,,,1,27,,,1
1021002003,1,,1,,1,621,Central,kampala,urban,0,,7,0,,0,0,,0,0,,0,0,,,,0,37,,4.8,1
1021002004,1,,0,,6,541,Central,kampala,urban,0,,2,0,,0,0,,0,0,,0,78000,,,,0,23,,,1
1021002005,0,,5,,2,328,Central,kampala,urban,0,,8,0,,0,0,,0,0,,0,32500,,,,1,50,,3.2,1
1021002006,1,,1,,3,915,Central,kampala,urban,0,,8,0,,0,0,,0,0,,0,1200000,,,,1,33,,1,1
1021002007,1,,1,,6,621,Central,kampala,urban,0,,3,0,,0,0,,0,0,,0,2100000,,,,0,33,,,1
1021002008,0,,0,,2,521,Central,kampala,urban,0,,2,0,,0,0,,0,0,,0,0,,,,1,30,,,1
1021002009,0,,0,,0,912,Central,kampala,urban,0,,1,0,,0,0,,0,0,,0,0,,,,0,26,,,1
1021002010,1,,1,,1,932,Central,kampala,urban,0,,6,0,,0,0,,0,0,,0,0,,,,1,60,,3.2,1
1021002011,1,,1,,0,621,Central,kampala,urban,0,,12,0,,0,0,,0,0,,0,200000,,,,0,35,,0.8333333,1
1021002013,1,,1,,6,621,Central,kampala,urban,0,,10,0,,0,0,,0,0,,0,3640000,,,,1,50,,,1
1021002101,1,,1,,0,621,Central,kampala,urban,0,,6,0,,0,0,,0,0,,0,70000,,,,1,26,,1,1
1021002102,1,,0,,2,621,Central,kampala,urban,0,,2,0,,0,0,,0,0,,0,0,,,,1,34,,,1
1021002103,1,,1,,2,751,Central,kampala,urban,0,,6,0,,0,0,,0,0,,0,144000,,,,0,33,,4.333333,1
1021002104,1,,3,,2,239,Central,kampala,urban,0,,2,0,,0,0,,0,0,,0,0,,,,0,38,,,1
1021002105,1,,1,,6,621,Central,kampala,urban,0,,13,0,,0,0,,0,0,,0,9128000,,,,0,45,,5,1
1021002106,1,,1,,1,621,Central,kampala,urban,0,,4,0,,0,0,,0,0,,0,0,,,,1,35,,0.5,1
1021002107,1,,2,,0,,Central,kampala,urban,2,0.02,5,21000,0,21000,1019.391,281.4404,642.4077,59,10,69,2287000,9.75,12.01,21.76,0,37,0,3,1
1021002108,1,,1,,1,113,Central,kampala,urban,0,,7,0,,0,0,,0,0,,0,62400000,,,,1,54,,,1
1021002110,1,,1,,1,621,Central,kampala,urban,7,,6,35000,0,35000,475.2539,47.41459,258.1167,45,34.5,79.5,1475000,6.5,15.26,21.76,0,26,0,0.5,1
1021002112,1,,1,,1,621,Central,kampala,urban,0,,2,0,,0,0,,0,0,,0,102000,,,,0,34,,,1
1021002201,0,,0,,2,542,Central,kampala,urban,0,,1,0,,0,0,,0,0,,0,1160000,,,,1,25,,,1
1021002202,1,,1,,0,621,Central,kampala,urban,2,1.075,4,2000,5000,7000,379.5014,1835.18,1093.707,490,122,612,131000,12,36.78,48.78,1,25,85,3,1
